页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,正负情感,子类目,总类别
26,4.53968E+15,上海虹口,2020/8/19 17:14,#“四史”学习#【有趣的连环画更新了，不来看看吗？】为纪念中国共产党发起组成立100周年，中共四大纪念馆与上海海派连环画中心共同策划、推出《画说中共四大》连环画微信连载。 ,2,0,3,,,,,,,
26,4.53821E+15,上海虹口,2020/8/15 15:20,【“四史”学习教育 | 生动的沪语小故事又来了，快来听吧~】中共四大纪念馆首创用沪语讲述100个红色小故事，入驻哔哩哔哩、抖音短视频等时下热门网络平台，推出“力量之源·红色100”专栏。今天我们就来说说 “码头” 的故事↓↓ 上海虹口的微博视频 ,3,1,1,,,,,,,
27,4.5361E+15,上海虹口,2020/8/9 19:45,【#“四史”学习教育# | 小朋友你是否有很多问号？来“四大”找答案！】暑假“余额”怎么用？“四史”怎么学？“红色攻略”哪里找？欢迎来中共四大纪念馆，满足你的好奇心！（J） ,4,1,0,,,,,,,
27,4.53602E+15,上海虹口,2020/8/9 14:45,#“四史”学习教育#  中共四大纪念馆解码力量之源~（J） 上海虹口的微博视频 ,3,1,1,,,,,,,
27,4.53533E+15,上海虹口,2020/8/7 16:50,【#“四史”学习教育# | 生动的红色小故事又来了】中共四大纪念馆首创用沪语讲述100个红色小故事，入驻哔哩哔哩、抖音短视频等时下热门网络平台，推出“力量之源·红色100”专栏，让更多观众感受红色文化、海派文化的魅力。今天就来说说 “石库门” 的故事↓↓（J） 上海虹口的微博视频 ,0,0,2,,,,,,,
27,4.53019E+15,文化虹口,2020/7/24 12:27,沪上夏季文旅产品集中发布，中共四大纪念馆、鲁迅纪念馆精心策划“红色文化”主题精品展市文旅局说，在坚持常态化疫情防控不松懈的情况下，沪文旅企业为广大市民游客精心准备了丰富多彩的夏季文旅产品。迪士尼小镇首次推出了“小镇奇妙夜”的夜间集市活动。海昌海洋公园和欢乐谷针对中高考考生推出了门票特惠活动。杜莎夫人蜡像馆、乐高探索中心、长风海洋世界等景区也分别针对公安民警、医护人员、高考考生推出特价优惠。另外，暑期全市124家剧场将举办500多场演出。详见↓详情请戳链接：沪上夏季文旅产品集中发布，中共四大纪念馆、鲁迅纪念馆精心策划“红色文化”主题精品展,0,0,0,,,,,,,
27,4.52942E+15,上海虹口,2020/7/22 9:40,#四史教育# 【连环画记录历史？】为纪念中国共产党发起组成立100周年，中共四大纪念馆与上海海派连环画中心共同策划、推出《画说中共四大》连环画微信连载。《画说中共四大》全书共92幅图文，用读者喜闻乐见的形式记录历史的风云变幻，描摹中共四大召开前后的光辉时刻，为开展党史、新中国史、改革开放史、社会主义发展史学习教育提供鲜活生动的历史教材。详情↓↓（J）,0,0,0,,,,,,,
27,4.5285E+15,上海虹口,2020/7/19 20:35,#小虹分享# 【生动的沪语红色故事又来啦！抓紧休息日的尾巴，一起来学习~】中共四大纪念馆首创用沪语讲述100个红色小故事，入驻哔哩哔哩、抖音短视频等时下热门网络平台，推出“力量之源·红色100”专栏。通过微剧情小故事短视频等多样化的传播手段，让大家了解中共四大的召开背景、主要成果及历史贡献，深刻认识红色政权来之不易、新中国来之不易、中国特色社会主义来之不易，做好红色文化和海派文化的坚定传承者、生动诠释者和精彩讲述者，向中国共产党成立100周年献礼。戳↓↓（J） 上海虹口的微博视频,2,0,0,,,,,,,
27,4.52651E+15,上城发布,2020/7/14 9:02,【中共杭州小组纪念馆新馆隆重开馆，四大新变化看这里】#关注#近日，中共杭州小组纪念馆新馆在上城区小营巷隆重开馆。中共杭州小组纪念馆新馆围绕突出“组织馆”特色，以中共杭州小组的成立、发展、壮大为展示主题，共分五个展厅，面向全体市民免费开放。开放时间：上午9：00—11：30，下午13：30—17：00。每周日、周一闭馆，国家法定节假日不开放。,40,37,30,,,,,,,
28,4.52517E+15,上海虹口,2020/7/10 16:05,#虹口新闻# 【“探访百座红色纪念地，开启上海红色地标之旅”正式启动】为迎接明年中国共产党建党100周年，充分发挥红色资源在“四史”学习教育中的作用，把上海的红色资源利用好，红色基因传承好，红色传统发扬好，7月9日下午，“探访百座红色纪念地，开启上海红色地标之旅”启动仪式在中共四大纪念馆举行。上海市委党史研究室、人民网上海频道、上海基层党建网三家单位联合启动“百座红色纪念地线上阵地”。（J）,0,0,0,,,,,,,
28,4.52255E+15,文化虹口,2020/7/3 10:31,骑行党课：探寻海派文化红色基因  要问上海中心城区“红色地标”最为密集的区域在哪？虹口区的四川北路必定是榜上有名。从中共四大纪念馆、周恩来在沪早期革命活动旧址、再到左联会址纪念馆、鲁迅故居……近两平方公里范围内，红色文化遗址旧址就达57处。  详情请戳链接：骑行党课：探寻海派文化红色基因 ,0,0,1,,,,,,,
28,4.52254E+15,上海科技,2020/7/3 10:09,【黑猫警长“联手”钟南山张文宏抗疫，一起来看看这场京沪联合的全球抗疫动漫作品展】#用动漫为抗疫加油# 7月2日上午，《向光而行 京沪联合·全球抗疫动漫作品大展》在位于中共四大纪念馆海派文化中心拉开帷幕。此次展览为期一个月，共展出200多幅作品，其中四分之一都来自海外。此次展览闭幕后，这些作品还将前往长三角地区、北京进行巡展。在这个展览中，既有伴随“80后”电视一族熟悉的动画形象，也有“00后”手游达人挚爱的电竞角色，更有“全民偶像”钟南山、张文宏等。一起看看↓↓,1,0,3,,,,,,,
28,4.52253E+15,文化虹口,2020/7/3 9:24,向光而行·京沪联合——全球抗疫动漫作品大展在海派文化中心展出。  关于展览——向光而行·京沪联合——全球抗疫动漫作品大展于7月2日在中共四大纪念馆、海派文化中心开幕展出。  详情请戳链接：向光而行·京沪联合——全球抗疫动漫作品大展在海派文化中心展出 ,1,0,1,,,,,,,
28,4.52155E+15,上海12333,2020/6/30 16:12,"#关注# 【迎七一，学“四史”，市社保中心黄浦分中心为中国共产党99岁庆生！】为庆祝中国共产党成立99周年，巩固拓展“不忘初心 牢记使命”主题教育成果，扎实推进“四史”学习教育，6月20日下午,上海市社保中心黄浦分中心党支部组织全体党员和入党积极分子赴中共四大纪念馆，开展“党旗在我心中飘扬”七一主题活动暨“四史”主题党日活动。",0,0,0,,,,,,,
28,4.52121E+15,松江报,2020/6/29 17:42,【中共一大会址纪念馆等15家场馆组团直播】7月1日起，由中共一大会址纪念馆、上海市博物馆协会、中国联通上海市分公司联合主办的“红色起点再出发，初心使命永不忘”红色场馆系列5G直播活动将正式上线。参加本次红色系列直播活动的文博单位包括中共一大会址纪念馆、中共二大会址纪念馆、中共四大纪念馆、陈云纪念馆、上海市历史博物馆（上海革命历史博物馆）、上海孙中山故居纪念馆、上海宋庆龄故居纪念馆、上海市龙华烈士陵园（龙华烈士纪念馆）、中国航海博物馆等15家红色场馆或拥有丰富红色文化资源的文博单位，内容涉及展览、主题活动、原状陈列等。#探索上海#,0,0,2,,,,,,,
28,4.5212E+15,上海黄浦,2020/6/29 17:20,【区委理论学习中心组瞻仰中共四大纪念馆并开展学习研讨】#黄浦播报# 6月29日上午，区委理论学习中心组成员集体瞻仰了中共四大纪念馆，聆听了“回首红色起点，探索力量之源”微党课，参观了“中国共产党第四次全国代表大会”图片史料展和“固本强基筑堡垒”——中国共产党早期支部建设图片史料展。区委理论学习中心组瞻仰中共四大纪念馆并开展学习研讨,0,0,0,,,,,,,
28,4.5211E+15,上海虹口,2020/6/29 10:10,#小虹推荐# 【这份“四史”教育服务清单快收好~】为深入贯彻市委关于开展党史、新中国史、改革开放史、社会主义发展史学习教育的部署要求，把红色资源利用好、红色基因传承好、红色传统发扬好，为开展“四史”学习教育提供鲜活生动的历史教材，作为上海党的诞生地重要组成部分，中共四大纪念馆突出“实”字要求，把握正确方向、创新内容形式，充分发挥红色资源优势，灵活运用各种载体方法，推出“四史”教育服务清单：（J）,1,0,1,,,,,,,
28,4.52071E+15,上海金融法院,2020/6/28 8:54,#法院动态# 【传承初心使命 探寻力量之源 ——上海金融法院组织开展党组中心组（扩大）参观见学活动】为纪念建党99周年，深入推进“四史”学习教育和“两个坚持”专题教育，6月24日下午，上海金融法院党组理论学习中心组（扩大）全体成员在党组书记、院长赵红同志的带领下，走进中共“四大”纪念馆、中国证券博物馆参观见学。传承初心使命 探寻力量之源 ——上海金融法院组织开展党组中心组（扩大）参观见学活动,0,0,0,,,,,,,
28,4.51937E+15,平行游天下,2020/6/24 16:04,2020年6月24日，为迎接建党100周年，由上海市创意产业协会主办的“红色文创 ”主题论坛暨上海市创意产业协会 红色文创发展中心揭牌仪式在中共四大纪念馆海派文化馆圆满举办。 #人人都是旅行家##长三角自驾游俱乐部联盟##上海自驾车与房车露营联盟##平行天下# 上海 ,0,0,1,,,,,,,
29,4.51502E+15,上海虹口,2020/6/12 16:01,【家门口学“四史”，这个红色地标有空来走一走吧~】四川北路街道有着中共四大纪念馆、左联会址纪念馆等丰富的红色文化点位。近期，街道党工委整合近在身边的57处红色文化点位，组织开展“学四史、守初心，扬激情、再奋进”“四史”教育主题活动。详见↓↓（c）#上海加油# ,0,0,0,,,,,,,
29,4.51021E+15,上海虹口,2020/5/30 9:06,#小虹分享# 【中共四大纪念馆入驻B站、抖音啦！】今天正式上线！让我们换一种视角，换一种方式，换一种态度，聆听党史故事，弘扬海派文化，传承红色基因（c） ,0,0,2,,,,,,,
29,4.50884E+15,上海虹口,2020/5/26 14:51,#四史# 【中共四大：蜕变从这里开始】上海市文化和旅游局联合上海新闻广播、人民日报人民文旅推出的博物馆“云体验”系列直播《博物·在看》第二集，带您走进中共四大纪念馆，重温振奋人心的“蜕变之路”。小虹送上中共四大地址和开放时间，欢迎参观！（m） ,0,0,0,,,,,,,
29,4.50841E+15,人民文旅,2020/5/25 9:50,#人民直播##为中国文旅加油#《博物·在看》系列直播第二集，走进“隐藏”于四川北路绿地公园内的中共四大纪念馆，一同探访“小团体到大政党”蜕变的力量！锁定@人民日报人民文旅，直播10：00开始。?? 人民日报人民文旅的微博视频 . ,3,1,28,,,,,,,
29,4.48998E+15,上海虹口,2020/4/4 13:40,#全中国默哀三分钟# 【此时此刻，虹口肃穆】中共四大纪念馆国旗广场下半旗志哀，我们不会忘记那些为了抗击疫情而奋斗的身影；我们不会忘记那些悲痛过、挣扎过的生命。没有生而英勇，只是选择无畏！让我们用哀思、祝祷、尊敬和信心缅怀逝者，致敬英雄！愿逝者安息、愿生者奋发、愿祖国昌盛！#4月4日举行全国性哀悼活动# （v）,1,0,14,,,,,,,
29,4.48349E+15,上海虹口,2020/3/17 15:57,【虹口这些地方恢复开放啦！去前先做这些准备~】想去中共四大纪念馆、虹口区图书馆、虹口体育馆这些准备工作不能少！为有效防控和消除新型冠状病毒疫情危害，保障市民群众身体健康与生命安全，请广大市民主动配合场馆的开放工作~具体方式详见↓ （c）#上海战疫# #上海加油# ,3,1,7,,,,,,,
29,4.48314E+15,文化虹口,2020/3/16 16:11,文旅系统第三批志愿者基层防疫记：凝聚青春力量，共筑防疫之墙3月6日，区文旅局召开第三批志愿者动员会。3月9日，文旅系统第三批支援街道志愿者到岗。此次共有来自中共四大纪念馆、区图书馆、区文化馆、曲阳文化馆、上海多伦现代美术馆、朱屺瞻艺术馆的22名志愿者。当前，疫情防控工作处在关键时期，面对“复工潮”，文旅志愿者勇当“逆行者”，争做“守门员”，用实际行动诠释了文旅人的责任与担当。详情请戳链接：文旅系统第三批志愿者基层防疫记：凝聚青春力量，共筑防疫之墙,0,0,0,,,,,,,
