页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家, 从严治党
12,5038738659608503,上海静安,2024-05-27 20:19:34,【“沪尚回收”！这项直达社区的有偿回收服务，你用过吗？】#关注静安# “沪尚回收”是上海市政府打造的为居民生活中产生的可回收物（废纸、废塑料、废旧纺织物、废电器、废玻璃、废金属等）进行统一回收的品牌，“沪尚”寓意一场上海的“新时尚”垃圾分类革命，实行垃圾分类，关系广大人民群众生活环境，关系节约使用资源，也是社会文明水平的一个重要体现。本月是南京西路街道“沪尚回收”推广宣传活动月，为打通有偿回收服务在社区的“最后一公里”，街道城运中心联合两网融合中转站在辖区20个居住小区，分批开展“沪尚回收”现场宣传和推广活动……详见：“沪尚回收”！这项直达社区的有偿回收服务，你用过吗？,1,0,0,,,上海,中国, 革命统一
13,5037698714699067,来来去去走走停停0901,2024-05-24 23:27:12,罗马尼亚｜【布加勒斯特】 从布朗斯堡车程三个半小时，到了罗马尼亚首都布加勒斯特。抵达后溜达了罗马尼亚首都几个著名的广场。有统一广场、大学广场、革命广场、胜利广场、罗马广场。其中【罗马广场】、【胜利广场】、【革命广场】是紧挨着的三个广场。（图片依次为罗马、胜利和革命广场） 罗马尼亚·布加勒斯特,0,0,2,上海,上海,上海,中国, 革命统一
27,5024634778422172,Chelseamida,2024-04-18 22:15:47,人总是在崇尚自由和革命 向往把某一面旗帜高高挂起随风飘扬那一刻的满足 写在历史里是新思想跨越时代 在进程中是潜移默化的意识转变 所有人都知道无法改变他人却依然妄图能把思想统一阵营 永远不可能 人是特别又不特别 相似又不一致 很有趣的生物多样性 ,0,0,1,上海,,上海,中国, 革命统一
28,5023461238116126,丘智贤,2024-04-15 16:32:33,蒋纬国将军题墨： 发扬黄埔革命精神    完成中国统一大业  #黄埔亲爱精诚##百年黄埔# ,1,4,17,上海,,上海,中国, 革命统一
38,5004517836064773,廉洁上海,2024-02-23 09:58:14,【《中国共产党巡视工作条例》系列解读之一：完善党的自我革命制度规范体系的重要举措】近日，中共中央印发新修订的《中国共产党巡视工作条例》。新修订的《条例》突出政治性、实践性、指导性、协同性，是完善党的自我革命制度规范体系的重要举措，对于坚持和加强党中央对巡视工作的集中统一领导、推进巡视工作高质量发展具有重要意义。（中央纪委国家监委网站）《中国共产党巡视工作条例》系列解读之一：完善党的自我革命制度规范体系的重要举措 完善党的自我革命制度规范体系的重要举措,1,0,0,,上海,上海,中国, 革命统一
39,4971870860608964,跃动金海,2023-11-25 07:50:49,#金海资讯##党史上的今天##成立以朱德为主席，王稼祥、彭德怀为副主席的中央革命军事委员会（简称中革军委）# 1931年11月25日 中华苏维埃共和国临时中央政府发布通令，成立以朱德为主席，王稼祥、彭德怀为副主席的中央革命军事委员会（简称中革军委）。中革军委统一领导和指挥全国的红军，特别是中央红军。并建立以叶剑英为总参谋长的总参谋部，王稼祥兼主任的总政治部，范树德为部长的总经理部。在此前后，湘鄂西、鄂豫皖、湘赣、湘鄂赣、赣东北等根据地，也都分别进行了建立或改组军委，建立或加强参谋部（指挥部）、政治部、经理部的工作。红军实现了以战略区或独立战区为单位的统一指挥。,0,0,0,,上海,上海,中国, 革命统一
41,4965461534443054,BeulahDong,2023-11-07 15:22:26,李海燕心灵革命中很重要也很基本的一点就是肯定爱情，被塑造为现代生活首善的爱情，确实与其他的重大主题，比如革命，比如理想构成了竞争关系。而统一通常是以贬低压抑前者为代价。这点很有趣，符合直觉，却不合乎“常识”。 ,0,0,6,上海,,上海,中国, 革命统一
49,4947955587746165,抗战直播,2023-09-20 08:00:03,1934年9月20日讯：东北人民革命军第一军独立师司令部决定再次远征兴京、桓仁，为了统一指挥游击根据地留守的部队和农民自卫队决定成立后方指挥部，高国忠任指挥。 ,0,1,45,上海,上海,上海,中国, 革命统一
51,4940865108444613,章如铁之察油观色,2023-08-31 18:25:01,蹭一下蒋万安访沪的热度。也是为明天准备已久的五矿产融论坛彩排。。#蒋万安# 据说这位年轻帅气的蒋家传人就在滨江大酒店。。说起来我的先辈也是早年追随中山先生的革命达人，至今家族仍然分居海峡两岸，对于我们这一代人，统一还是一种情怀，同样的任何武力解决的说法都会让我担心血亲的安危，即使已是相隔多年，血浓于水的感受还是如此的强烈。,1,2,6,上海,,上海,中国, 革命统一
7,5047447628546895,JJg祝福,2024-06-20 21:05:54,老一辈无产阶级革命者，为了祖国的繁荣强大！为了人民的幸福安全！抛头颅洒热血！不计个人得失！献出自己的青春献了子孙真不愧是无产阶级革命者 上海·中国科学院上海应用物理研究所 JJg祝福的微博视频 ,0,0,1,上海,,上海,中国, 革命者
10,5046864167044269,LiLi5608791501,2024-06-19 06:27:26,2014年6月19日，上海卢湾《十月围城》安微卫视上星发布会，@钟汉良 一人饰演两角，赋予革命者李重光，车夫王阿四独特的魅力,0,0,1,上海,,上海,中国, 革命者
12,5046236803237834,Anonymous查無此人,2024-06-17 12:54:31,《黎巴嫩日記》：情緒，情緒，太多情緒。革命者們太過幼稚的政治訴求，似乎註定了他們的失敗，只聽到一句又一句口號，而聽不到真正有建設性的政見，到最後只感受到了無能為力的發洩。導演似乎默認了觀眾對於黎巴嫩國內問題的了解，於是對於公交車事件和貝魯特爆炸等關鍵背景的說明太少，再加上剪輯的混亂，讓觀眾的情緒並不能實現真正的同頻，令人遺憾。#SIFF2024#,0,0,0,上海,上海,上海,中国, 革命者
16,5045112941842574,DCs张晖,2024-06-14 10:28:42,“我们的革命者皆为实干家，在当实干家前要先做一个梦想家”--孙中山《问苍茫》 ,0,0,0,上海,上海,上海,中国, 革命者
16,5045105729996217,龙华英烈,2024-06-14 10:00:02,@龙华英烈 郑重启封#穿越百年的来信#，倾听新青年对英烈的真挚缅怀与崇高敬意。今天的信来自一名新青年，Ta在信中对陈延年烈士说：“那个风雨飘摇、国土沦丧的时代里，您与大批革命者挺身而出，挽救民族于危亡，您从无政府主义的崇尚者转为马克思主义信仰者，百年后的中国向您证明了您的选择是正确的。”,0,0,8,,上海,上海,中国, 革命者
18,5044543298211238,珉就是赵珉的赵,2024-06-12 20:45:08,重看修复版，仍旧被七十七年前的电影震到。你能在其中感受到电影、戏剧、戏曲的影子。张忠良从一名革命者逐渐堕入深渊，人性的复杂和立体，在解放后的很多年都不曾有过。主配角的人物塑造转而被扁平的高大全、非黑即白所取代。以致到今天标签脸谱甚至观众审美都变得苍白简单。如果现在再有类似情节编撰，一定会被粗暴的打上“渣男”“凤凰男”的刻板人设，并被观众嗤之以鼻。要么就来一个“重生之我在后方做大佬”的降智产品。影片上映二十年后，主创从编剧导演到演员都经历了地狱般的遭遇，被扣上了一顶又一顶现在看来可笑又可恨至极的帽子。正如片头如泣如诉的歌声——问君能有几多愁，恰似一江春水向东流……,0,0,1,上海,上海,上海,中国, 革命者
20,5044220469708748,正Hannah,2024-06-11 23:22:20,在看《木星时刻》，《火花》写了假如令之没有成为革命者的另一种可能，悲哀😞，像看倪一宁之前连载的短篇一样悲哀 ,0,0,0,上海,,上海,中国, 革命者
22,5043631230288841,Like勇往直前,2024-06-10 08:20:54,张颂文大家早上好！最近看了老师扮演的电视剧《狂飙》《看不见影子的少年》《第二面》《革命者》《不止不休》《志愿军》等等，个人认为老师的演技独特，独特魅力，无与伦比，百看不厌。 ,1,0,4,上海,上海,上海,中国, 革命者
23,5043132174964819,黄撸斯喵喵喵喵我要献忠,2024-06-08 23:17:50,加了一个一堆外国人的左群，一个人说他老婆是中国人而且是康米，然后他开始大谈特谈繁育后台是革命者的责任，还盛赞露中DPRK联合我迫真喷了//@骡木木:唉……,0,0,1,上海,,上海,中国, 革命者
24,5042949022549782,凤舞风吾,2024-06-08 11:10:03,追风者#请追风者剧组公开道歉回应# /#追风者唯一男主角魏若来# 我们观众追的是红色的风，是去江西走一走魏若来走过的路。魏若来不仅是一个人的成长，还是千万革命者的成长，也是我们当代青年的红色信仰的觉醒！魏若来不仅是一个角色，他是一种信仰 一个精神图腾💚💚💚@UNIQ-王一博 ,0,0,3,上海,上海,上海,中国, 革命者
25,5042542612317619,沁学丽雅,2024-06-07 08:15:07,革命者名言，视死如归的人，才有人生的价值；贪阁享受的人，就是叛徒。 ,0,0,0,上海,,上海,中国, 革命者
29,5041506069512707,MindTheGapAndCarryOn,2024-06-04 11:36:16,从游击队到正规军，从革命者到女干部 ,0,0,0,上海,上海,上海,中国, 革命者
29,5041232409789064,椰啵是甜甜啊啊,2024-06-03 17:28:51,#片方报奖白玉兰不会按番位选#在一部讲述魏若来从一个普通财会毕业生成长为优秀的坚定的我党革命者的革命历史题材正剧中，绕开主角魏若来，提名一个主持对苏区实施经济封锁，直接导致第五次反围剿失败的历史罪人沈图南做白玉兰最佳男主角，剧方是何立场用意？而且从人设、演技、高光到观众喜爱度均被魏若来碾压的情况下，沈图南哪点配越过男主魏若来提名最佳男主角？这部剧既然叫追风者，请问追的什么风？是追到瑞金还是南京？请剧方正面回答！@电视剧追风者 ,0,0,3,上海,,上海,中国, 革命者
30,5040783793850801,骑驴老师,2024-06-02 11:46:12,最开始会和穆青一样的想法，对柳琳的认知是“革命者怎么有勇气没脑子”，但这一切在柳琳和穆青开始聊“革命”改变了对她的看法，穆青也一样。这样不畏惧死的柳琳，是撒向黑暗的小火苗，只照亮了那一点点，但也够了，足够了。她从一开始就坚信这个不寻常的鹰犬内心早就有革命的种子，她赌对了，也赌错了，因为穆青比她想得更早成为她的同志。柳琳，吃白膜夹饼不吃葱、喜欢吃穆青剥的沙糖桔；柳琳，明明经历了无数次的死别，但不畏惧死亡，死在了互送穆青的车上。柳琳的心事藏在了一次次革命的劝说和那一堆砂糖橘子皮里。柳琳喜欢穆青。,0,0,1,上海,,上海,中国, 革命者
