页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,打卡记录监督
19,5023722999644619,平安江北,2024-04-16 09:52:42,【#拒绝校园霸凌# 保护少年的你！江北公安走进校园开展专题法治课】为保障学生心理健康，提高安全防范意识和自我保护能力，近日，重庆市公安局江北区分局民警来到新村实验小学开展“拒绝校园霸凌，保护少年的你”反对校园欺凌主题宣传，为遇到困扰的孩子们解惑“撑腰”，用法治力量守护青少年健康成长。@平安江北,0,0,0,,重庆,重庆,中国,校园欺凌
19,5023718386960955,大埔公安,2024-04-16 09:34:22,【筑牢校园安全防线，这个派出所这么做…】       为切实筑牢校园安全防线，提升学校师生安全防护意识，近日，大埔公安高陂派出所深入辖区各中小学校，扎实开展国家安全、防范校园欺凌、防电诈、防溺水等主题教育宣传活动，受到学校广大师生的好评。国家安全，人人有责       民警通过发放国家安全教育等主题资料，现场讲解以及互动问答等方式，结合近年来的真实案例，以案释法，生动形象地向在校师生普及国家安全的重要性以及恐怖主义和邪教的危害性，讲解了国家安全的含义、如何树立总体国家安全观、如何维护国家安全以及抵制危害国家安全的行为，引导学生争当国家安全的守护者。防止校园欺凌，拒绝校园暴力       授课民警通过深剖实例，以实践性强、易于理解的方式向学生普及了校园欺凌的相关法律知识，指导学生如何识别、预防校园欺凌行为，着力培养学生自我保护能力和法律意识，号召学生积极参与到防止和抵制校园欺凌的行动中来，当自己的安全受到威胁时，不再一味“软弱、退让和隐瞒，要敢于向校园欺凌说“不”。期间，民警还向在校师生普及了什么是网络谣言和打击网络谣言的重要性，引导全体师生们在网络空间中同样坚守法治底线，共同维护清朗健康的校园网络环境。提升防范意识，谨防电信诈骗       民警通过发放宣传传单、现场疑问解答等方式，向师生们普及网络电信诈骗常见的方法手段、危害性以及如何预防等内容，并结合青少年在接触网络、手机游戏过程中易受到的诱骗、陷阱、不良信息侵蚀，以当前易发生在老师、学生、家长身上的常见诈骗案例，向师生讲解了“非法买卖银行卡、电话卡诈骗”“网络贷款诈骗”“虚拟游戏交易诈骗”等各类电信网络诈骗的手段和防骗技巧。同时也提醒师生，在日常生活中要时刻保持警惕，保护好个人信息，不随意泄露网络账号、银行卡等，不要贪图小便宜，被虚假广告信息迷惑。若遇到可疑情况应及时报警，谨防上当受骗。 “警”防溺水，共护安全       随着近期天气逐渐转热，溺水事故也进入高发期、易发期，为有效预防青少年溺水事故的发生，民警将防溺水安全教育摆上课程，结合近年来发生的真实溺水案例，向学生讲解了如何预防溺水、如何实施自我救助及正确施救的方法等知识，警示学生要珍爱生命，不要擅自到不熟悉的河边、水库、池塘等危险水域游泳、戏水，防止溺水事故发生。同时，民警还叮嘱学生们在遇到溺水事件时，切勿盲目施救，要在第一时间大声呼救，寻求周边群众救助或及时拨打110报警求助。       通过开展主题教育宣传活动，进一步增强了辖区中小学学生们“知法、懂法、守法、护法”的法律意识，提高了学生们明辨是非、自我保护的能力，营造了良好的法治教育氛围，切实增强了广大师生的法制观念和安全防范意识，为筑牢校园安全防线打下了坚实的基础。,0,0,0,,梅州,广东,中国,校园欺凌
19,5023718271354649,兰州西固检察,2024-04-16 09:33:55,中国#最高法发文预防未成年人犯罪#校园欺凌&quot;相关法律法规汇总用法律武器保护孩子！相关法律法规：《未成年人学校保护规定》《中华人民共和国未成年人保护法》《中华人民共和国刑法》《关于开展校园欺凌专项治理的通知》《关于防治中小学生欺凌和暴力的指导意见》《加强中小学生欺凌综合治理方案》 ,0,6,5,,兰州,甘肃,中国,校园欺凌
19,5023716507388502,重庆武隆法院,2024-04-16 09:26:54,#天平杯随手拍大赛# 【与法“童”行 守“未”花开】近日，重庆市武隆区人民法院干警走进辖区多所中小学，在操场上、课堂内以及校园读书角中，法院干警结合预防未成年人违法犯罪、防治校园欺凌、维护国家安全等主题，为同学们带来了一堂堂生动的法治课。图为活动现场。@重庆高院 @法治日报 @人民法院报 @最高人民法院,0,0,1,,重庆,重庆,中国,校园欺凌
20,5023714940814494,石泉法院,2024-04-16 09:20:41,【#防范校园欺凌技防设备要跟上#】 现如今，很多学校都在校内的公共区域安装监控，甚至与公安系统联网，起到了一定的预防效应。不过，一些区域如厕所、寝室等，因涉及到学生的个人隐私，不能安装视频监控。这样的状况下，如何兼顾保护个人隐私和防范校园欺凌，成了需要教育部门认真思考的问题。让人欣慰的是：一些学校终于找到了解决方法——采用智能语音报警设备。据悉，安装了该设备的区域，一旦采集到辱骂、殴打、呼救或其他异常的语音信息，在5秒内发出警报。学校保安就能迅速地收到预警，第一时间赶到现场。 防范校园欺凌技防设备要跟上,0,1,1,,安康,陕西,中国,校园欺凌
20,5023711761795036,镇江政法,2024-04-16 09:08:03,【预防校园欺凌，呵护幼苗成长】幼儿园是孩子们快乐成长的地方，安全教育牵动着家长和老师的心近日，@镇江润州公安 宝塔路派出所关爱工作站、“五彩心”巾帼志愿服务队成员来到润州区实验幼儿园（中海园区），为师生送上“不准欺负我！”的防范校园欺凌的主题课堂。民警通过播放趣味动画视频，五颜六色的画面以及活泼可爱的小动物角色，吸引孩子们浓厚的兴趣，潜移默化间了解到“什么是欺凌”，让小朋友了解欺凌及暴力行为的危害性，勇敢地对欺凌行为说“不”，也学会关爱身边的人。#校园霸凌# #如何预防校园霸凌事件# 镇江润州公安的微博视频,0,0,0,,镇江,江苏,中国,校园欺凌
20,5023710743890380,渭源检察,2024-04-16 09:04:00,【#对校园欺凌说“不”！#】最近一段时间，多起校园欺凌和未成年人犯罪事件的发生，牵动着人们的神经，让人们再次将目光聚焦在中小学学生的安全问题上，关于防治校园欺凌，各地有不少的举措出台。这些举措能否让发生在隐秘角落里的校园欺凌暴露在阳光之下，从根源上防治校园欺凌呢？戳视频↓↓↓↓  CCTV热线12的微博视频,0,0,0,,定西,甘肃,中国,校园欺凌
20,5023709146120348,埇桥教育,2024-04-16 08:57:38,#埇桥校园快讯# 【安全教育，警钟长鸣】4月15日，朱仙庄镇育红小学开展“安全教育日”主题班会。班会课上，各班班主任重点围绕交通安全、校园安全、食品卫生安全、防溺水安全、预防校园欺凌等几个方面向学生普及安全知识。针对学生年龄阶段特点，通过各种案例、图片、视频，将安全知识巧妙融入其中，让孩子们在轻松愉快的氛围中学会了如何正确处理各种紧急情况，帮助学生掌握正确的自护自救能力。,2,0,6,,宿州,安徽,中国,校园欺凌
20,5023453562276091,豫法阳光,2024-04-15 16:02:03,#豫法说事#【送法进校园，护航“青春”助成长！】 为营造良好的校园法治环境，加强小学生法治观念，4月11日，濮阳市华龙区人民法院刑事审判庭副庭长张衍聪走进华龙区孟轲小学，围绕“校园欺凌防治”主题，为全校高年级学生300余人作专题培训。@濮阳市华龙区人民法院 送法进校园，护航“青春”助成长！ ,133,101,99,,驻马店,河南,中国,校园欺凌
20,5023706826413285,科尔沁检察,2024-04-16 08:48:26,【青春无“欺” | 不做网暴的参与者！！！】语言、网络、侮辱、孤立.......全球每年约有2.46亿学生遭受校园欺凌施暴者的狂欢是对受害者无尽的伤害抵制校园欺凌不做网暴的参与者发现并制止校园欺凌向不法行为勇敢说“不”点亮小橘灯    护航青春之路网页链接 科尔沁检察的微博视频,0,0,0,,通辽,内蒙古,中国,校园欺凌
20,5023703945974711,灯塔融媒,2024-04-16 08:36:59,#有一种美好叫辽宁##振兴新突破辽宁杠杠滴# 【本地】灯塔市开展“反校园霸凌”主题普法活动 助力学生健康成长为进一步提升我市中小学生的法治意识，防范校园犯罪和校园欺凌，促进学生的身心健康成长，日前，市平安灯塔建设领导小组、市社会治理现代化工作领导小组、市委政法委、市法学会联合开展了“反校园霸凌”主题普法宣讲暨“青年普法志愿者法治文化基层行”“平安大讲堂”活动。活动中，法官们深入学校，与师生面对面交流，讲解了校园霸凌的定义、危害以及涉及的法律知识，详细阐述了校园霸凌对受害者可能造成的心理创伤以及生理上的损伤。法官们还特别强调了预防和应对校园霸凌的重要性。她们提出，学校应当建立健全防欺凌机制，加强师生之间的沟通与互动，及时发现并解决问题。学生们应该学会自我保护，勇于揭露和反抗不公正待遇。家长们则需关注孩子的心理健康，与孩子建立良好的信任关系，成为孩子面对困难时的强大后盾。此次“反校园霸凌”主题普法活动，不仅是一次法律知识的普及，更是一次心灵的触动。通过法官们的生动讲解和现场互动答疑，学生们对于校园霸凌有了更深刻的认识，学会了如何正确面对和处理这一问题。学校、家庭与社会的共同努力，将为孩子们营造一个更加安全、健康的成长环境。,0,0,0,,,辽宁,中国,校园欺凌
20,5023643052278077,olinn_,2024-04-16 04:35:01,真的很愤怒  这么好看的女生 为了自救而去学医 结果是这样的结局  为什么  你们是白眼狼吗  为什么不去救她  前有校园欺凌后有教师不作为=校园霸凌 我想请问  这个世界怎么了 ,0,0,0,广东,东莞,广东,中国,校园欺凌
